WORKORDERID,DESCRIPTION,INITIATEDATE,REGULARCOST,OVERTIMECOST,OTHERCOST,COST,FINISHDATE,STARTDATE,TRANSDATE,LABORSID
690866,Water Main Repair Break,12/20/20 14:20,0,0,84.93,84.93,12/20/20 15:22,12/20/20 15:22,12/20/20 15:24,56455
690866,Water Main Repair Break,12/20/20 14:20,0,0,64.65,64.65,12/20/20 15:22,12/20/20 15:22,12/20/20 15:24,149745
690866,Water Main Repair Break,12/20/20 14:20,0,0,98.25,98.25,12/20/20 15:22,12/20/20 15:22,12/20/20 15:24,90832
690866,Water Main Repair Break,12/20/20 14:20,0,0,80.34,80.34,12/20/20 15:22,12/20/20 15:22,12/20/20 15:24,149283
690866,Water Main Repair Break,12/20/20 14:20,0,0,91.32,91.32,12/20/20 15:22,12/20/20 15:22,12/20/20 15:24,19
690866,Water Main Repair Break,12/20/20 14:20,0,270.1875,0,270.1875,12/20/20 19:23,12/20/20 19:23,12/20/20 19:38,90832
690866,Water Main Repair Break,12/20/20 14:20,0,220.935,0,220.935,12/20/20 19:23,12/20/20 19:23,12/20/20 19:38,149283
690866,Water Main Repair Break,12/20/20 14:20,0,161.625,0,161.625,12/20/20 19:24,12/20/20 19:24,12/20/20 19:39,149745
690866,Water Main Repair Break,12/20/20 14:20,0,0,0,233.5575,12/20/20 19:24,12/20/20 19:24,12/20/20 19:39,56455
690866,Water Main Repair Break,12/20/20 14:20,0,270.1875,0,270.1875,12/20/20 19:25,12/20/20 19:25,12/20/20 19:39,7357
690866,Water Main Repair Break,12/20/20 14:20,0,251.13,0,251.13,12/20/20 19:24,12/20/20 19:24,12/20/20 19:39,19
691205,Water Main Repair Break,12/22/20 20:36,0,0,91.32,91.32,12/22/20 20:43,12/22/20 20:43,12/22/20 20:44,90777
691205,Water Main Repair Break,12/22/20 20:36,0,0,80.34,80.34,12/22/20 20:43,12/22/20 20:43,12/22/20 20:44,149283
691205,Water Main Repair Break,12/22/20 20:36,0,0,93.42,93.42,12/22/20 20:43,12/22/20 20:43,12/22/20 20:44,134000
691205,Water Main Repair Break,12/22/20 20:36,0,0,98.25,98.25,12/22/20 20:43,12/22/20 20:43,12/22/20 20:44,7357
691205,Water Main Repair Break,12/22/20 20:36,0,0,98.25,98.25,12/22/20 20:43,12/22/20 20:43,12/22/20 20:44,781
691205,Water Main Repair Break,12/22/20 20:36,0,0,84.93,84.93,12/22/20 20:43,12/22/20 20:43,12/22/20 20:44,56455
691205,Water Main Repair Break,12/22/20 20:36,0,91.32,0,91.32,12/22/20 4:49,12/22/20 4:49,12/23/20 4:53,90777
691205,Water Main Repair Break,12/22/20 20:36,0,180.765,0,180.765,12/22/20 4:49,12/22/20 4:49,12/23/20 4:53,149283
691205,Water Main Repair Break,12/22/20 20:36,0,208.78125,0,208.78125,12/22/20 4:49,12/22/20 4:49,12/23/20 4:53,781
691205,Water Main Repair Break,12/22/20 20:36,0,233.34375,0,233.34375,12/22/20 4:49,12/22/20 4:49,12/23/20 4:53,7357
691205,Water Main Repair Break,12/22/20 20:36,0,221.8725,0,221.8725,12/22/20 4:49,12/22/20 4:49,12/23/20 4:53,134000
691205,Water Main Repair Break,12/22/20 20:36,0,191.0925,0,191.0925,12/22/20 4:49,12/22/20 4:49,12/23/20 4:53,56455
691205,Water Main Repair Break,12/22/20 20:36,0,0,0,136.98,12/22/20 4:49,12/22/20 4:49,12/23/20 4:53,90777
691212,Water Main Repair Break,12/23/20 0:14,127.395,0,0,127.395,12/23/20 10:38,12/23/20 10:38,12/23/20 10:41,56443
691212,Water Main Repair Break,12/23/20 0:14,120.51,0,0,120.51,12/23/20 10:38,12/23/20 10:38,12/23/20 10:41,149240
691212,Water Main Repair Break,12/23/20 0:14,164.52,0,0,164.52,12/23/20 10:38,12/23/20 10:38,12/28/20 7:40,149306
691212,Water Main Repair Break,12/23/20 0:14,152.2,0,0,152.2,12/23/20 10:38,12/23/20 10:38,12/28/20 7:40,90777
691212,Water Main Repair Break,12/23/20 0:14,160.68,0,0,160.68,12/23/20 10:38,12/23/20 10:38,12/28/20 7:40,149283
691868,Water Main Repair Break,12/31/20 18:44,0,0,98.25,98.25,12/31/20 22:04,12/31/20 22:04,12/31/20 22:05,17
691868,Water Main Repair Break,12/31/20 18:44,0,0,98.25,98.25,12/31/20 22:04,12/31/20 22:04,12/31/20 22:05,7357
691868,Water Main Repair Break,12/31/20 18:44,0,0,80.34,80.34,12/31/20 22:04,12/31/20 22:04,12/31/20 22:05,149283
691868,Water Main Repair Break,12/31/20 18:44,0,0,91.32,91.32,12/31/20 22:05,12/31/20 22:05,12/31/20 22:05,19
691868,Water Main Repair Break,12/31/20 18:44,0,0,71.13,71.13,12/31/20 22:05,12/31/20 22:05,12/31/20 22:05,149607
691868,Water Main Repair Break,12/31/20 18:44,0,208.78125,0,208.78125,12/31/20 22:08,12/31/20 22:08,12/31/20 22:29,17
691868,Water Main Repair Break,12/31/20 18:44,0,182.64,0,182.64,12/31/20 22:08,12/31/20 22:08,12/31/20 22:29,19
691868,Water Main Repair Break,12/31/20 18:44,0,151.15125,0,151.15125,12/31/20 22:08,12/31/20 22:08,12/31/20 22:29,149607
691868,Water Main Repair Break,12/31/20 18:44,0,208.78125,0,208.78125,12/31/20 22:08,12/31/20 22:08,12/31/20 22:30,7357
691868,Water Main Repair Break,12/31/20 18:44,0,160.68,0,160.68,12/31/20 22:03,12/31/20 22:03,12/31/20 22:40,149283
691883,Water Main Repair Break,1/3/21 8:25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
691884,Water Main Repair Break,1/3/21 8:42,0,0,71.13,71.13,1/3/21 8:44,1/3/21 8:44,1/3/21 8:45,149607
691884,Water Main Repair Break,1/3/21 8:42,0,0,98.25,98.25,1/3/21 8:44,1/3/21 8:44,1/3/21 8:45,7357
691884,Water Main Repair Break,1/3/21 8:42,0,0,91.32,91.32,1/3/21 8:44,1/3/21 8:44,1/3/21 8:45,121388
691884,Water Main Repair Break,1/3/21 8:42,0,0,93.42,93.42,1/3/21 8:44,1/3/21 8:44,1/3/21 8:45,134000
691884,Water Main Repair Break,1/3/21 8:42,0,0,80.34,80.34,1/3/21 8:44,1/3/21 8:44,1/3/21 8:45,149283
691884,Water Main Repair Break,1/3/21 8:42,0,245.625,0,245.625,1/3/21 13:18,1/3/21 13:18,1/3/21 13:24,7357
691884,Water Main Repair Break,1/3/21 8:42,0,228.3,0,228.3,1/3/21 13:18,1/3/21 13:18,1/3/21 13:24,121388
691884,Water Main Repair Break,1/3/21 8:42,0,221.8725,0,221.8725,1/3/21 13:18,1/3/21 13:18,1/3/21 13:24,134000
691884,Water Main Repair Break,1/3/21 8:42,0,0,0,200.85,1/3/21 13:18,1/3/21 13:18,1/3/21 13:25,149283
691884,Water Main Repair Break,1/3/21 8:42,0,177.825,0,177.825,1/3/21 13:18,1/3/21 13:18,1/3/21 13:25,149607
692166,Water Main Repair Break,1/4/21 7:45,107.12,0,0,107.12,1/6/21 14:25,1/6/21 14:25,1/6/21 14:56,149240
692166,Water Main Repair Break,1/4/21 7:45,131,0,0,131,1/6/21 14:25,1/6/21 14:25,1/6/21 14:56,88770
692166,Water Main Repair Break,1/4/21 7:45,113.24,0,0,113.24,1/6/21 14:25,1/6/21 14:25,1/6/21 14:56,56443
692166,Water Main Repair Break,1/4/21 7:45,131,0,0,131,1/6/21 14:25,1/6/21 14:25,1/6/21 14:56,1032
692166,Water Main Repair Break,1/4/21 7:45,131,0,0,131,1/6/21 14:25,1/6/21 14:25,1/6/21 14:57,90832
692166,Water Main Repair Break,1/4/21 7:45,0,49.125,0,49.125,1/6/21 14:53,1/6/21 14:53,1/6/21 15:05,1032
692166,Water Main Repair Break,1/4/21 7:45,0,42.465,0,42.465,1/6/21 14:53,1/6/21 14:53,1/6/21 15:05,56443
692166,Water Main Repair Break,1/4/21 7:45,0,49.125,0,49.125,1/6/21 14:53,1/6/21 14:53,1/6/21 15:05,88770
692166,Water Main Repair Break,1/4/21 7:45,0,49.125,0,49.125,1/6/21 14:53,1/6/21 14:53,1/6/21 15:05,90832
692166,Water Main Repair Break,1/4/21 7:45,0,40.17,0,40.17,1/6/21 14:53,1/6/21 14:53,1/6/21 15:05,149240
692298,Water Main Repair Break,1/5/21 6:10,56.62,0,0,56.62,1/5/21 13:32,1/5/21 13:32,1/5/21 13:33,56455
692298,Water Main Repair Break,1/5/21 6:10,43.1,0,0,43.1,1/5/21 13:32,1/5/21 13:32,1/5/21 13:33,149745
692298,Water Main Repair Break,1/5/21 6:10,262,0,0,262,1/5/21 13:32,1/5/21 13:32,1/5/21 13:34,1032
692298,Water Main Repair Break,1/5/21 6:10,262,0,0,262,1/5/21 13:32,1/5/21 13:32,1/5/21 13:34,88770
692298,Water Main Repair Break,1/5/21 6:10,262,0,0,262,1/5/21 13:32,1/5/21 13:32,1/5/21 13:34,90832
692298,Water Main Repair Break,1/5/21 6:10,199.04,0,0,199.04,1/5/21 13:32,1/5/21 13:32,1/5/21 13:34,149465
692298,Water Main Repair Break,1/5/21 6:10,243.52,0,0,243.52,1/5/21 13:32,1/5/21 13:32,1/5/21 13:34,19
692641,Water Main Repair Break,1/7/21 10:27,141.55,0,0,141.55,1/8/21 11:03,1/8/21 11:03,1/8/21 11:08,56443
692641,Water Main Repair Break,1/7/21 10:27,163.75,0,0,163.75,1/8/21 11:03,1/8/21 11:03,1/8/21 11:08,88770
692641,Water Main Repair Break,1/7/21 10:27,163.75,0,0,163.75,1/8/21 11:03,1/8/21 11:03,1/8/21 11:08,1032
692641,Water Main Repair Break,1/7/21 10:27,163.75,0,0,163.75,1/8/21 11:03,1/8/21 11:03,1/8/21 11:08,90832
692641,Water Main Repair Break,1/7/21 10:27,133.9,0,0,133.9,1/8/21 11:03,1/8/21 11:03,1/8/21 11:08,149283
693156,Water Main Repair Break,1/12/21 9:06,33.39,0,0,33.39,1/12/21 13:17,1/12/21 13:17,1/12/21 13:28,1032
693156,Water Main Repair Break,1/12/21 9:06,26.65,0,0,26.65,1/12/21 13:17,1/12/21 13:17,1/12/21 13:28,149465
693156,Water Main Repair Break,1/12/21 9:06,230.96,0,0,230.96,1/14/21 13:37,1/14/21 13:37,1/14/21 13:43,56443
693156,Water Main Repair Break,1/12/21 9:06,267.12,0,0,267.12,1/14/21 13:37,1/14/21 13:37,1/14/21 13:43,88770
693156,Water Main Repair Break,1/12/21 9:06,267.12,0,0,267.12,1/14/21 13:37,1/14/21 13:37,1/14/21 13:43,90832
693156,Water Main Repair Break,1/12/21 9:06,213.2,0,0,213.2,1/14/21 13:37,1/14/21 13:37,1/14/21 13:43,149465
693156,Water Main Repair Break,1/12/21 9:06,120.89,0,0,120.89,1/14/21 13:37,1/14/21 13:37,1/14/21 13:43,149745
693156,Water Main Repair Break,1/12/21 9:06,183.645,0,0,183.645,1/14/21 13:37,1/14/21 13:37,1/14/21 13:43,7357
693375,Water Main Repair Break,1/13/21 14:23,0,119.08875,0,119.08875,1/13/21 15:22,1/13/21 15:22,1/13/21 17:02,56443
693375,Water Main Repair Break,1/13/21 14:23,0,115.37625,0,115.37625,1/13/21 15:22,1/13/21 15:22,1/13/21 17:02,149283
693375,Water Main Repair Break,1/13/21 14:23,0,90.6675,0,90.6675,1/13/21 15:22,1/13/21 15:22,1/13/21 17:02,149716
693375,Water Main Repair Break,1/13/21 14:23,0,90.6675,0,90.6675,1/13/21 15:22,1/13/21 15:22,1/13/21 17:02,149764
693375,Water Main Repair Break,1/13/21 14:23,0,134.3925,0,134.3925,1/13/21 15:22,1/13/21 15:22,1/13/21 17:02,134000
694034,Water Main Repair Break,1/21/21 6:12,115.48,0,0,115.48,1/21/21 8:41,1/21/21 8:41,1/21/21 8:46,56443
694034,Water Main Repair Break,1/21/21 6:12,133.56,0,0,133.56,1/21/21 8:41,1/21/21 8:41,1/21/21 8:46,88770
694034,Water Main Repair Break,1/21/21 6:12,114.44,0,0,114.44,1/21/21 8:41,1/21/21 8:41,1/21/21 8:46,149306
694034,Water Main Repair Break,1/21/21 6:12,133.56,0,0,133.56,1/21/21 8:41,1/21/21 8:41,1/21/21 8:46,1032
694034,Water Main Repair Break,1/21/21 6:12,106.6,0,0,106.6,1/21/21 8:41,1/21/21 8:41,1/21/21 8:46,149465
694034,Water Main Repair Break,1/21/21 6:12,111.88,0,0,111.88,1/21/21 8:41,1/21/21 8:41,1/21/21 8:46,149283
694072,Water Main Repair Break,1/21/21 9:52,31.04,0,0,31.04,1/21/21 9:52,1/21/21 9:52,1/21/21 9:53,90777
694072,Water Main Repair Break,1/21/21 9:52,33.39,0,0,33.39,1/21/21 9:52,1/21/21 9:52,1/21/21 9:53,90832
695104,Water Main Repair Break,1/27/21 9:35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
695597,Water Main Repair Break,1/29/21 23:01,0,209.52,0,209.52,1/30/21 2:24,1/30/21 2:24,1/30/21 2:39,19
695597,Water Main Repair Break,1/29/21 23:01,0,145.08,0,145.08,1/30/21 2:24,1/30/21 2:24,1/30/21 2:39,149607
695597,Water Main Repair Break,1/29/21 23:01,0,200.34,0,200.34,1/30/21 2:24,1/30/21 2:24,1/30/21 2:39,17
695597,Water Main Repair Break,1/29/21 23:01,0,167.82,0,167.82,1/30/21 2:24,1/30/21 2:24,1/30/21 2:39,149283
695597,Water Main Repair Break,1/29/21 23:01,0,200.34,0,200.34,1/30/21 2:24,1/30/21 2:24,1/30/21 2:39,90832
695597,Water Main Repair Break,1/29/21 23:01,0,0,100.17,100.17,1/30/21 2:38,1/30/21 2:38,1/30/21 2:40,90832
695597,Water Main Repair Break,1/29/21 23:01,0,0,93.12,93.12,1/30/21 2:38,1/30/21 2:38,1/30/21 2:40,19
695597,Water Main Repair Break,1/29/21 23:01,0,0,100.17,100.17,1/30/21 2:38,1/30/21 2:38,1/30/21 2:40,17
695597,Water Main Repair Break,1/29/21 23:01,0,0,72.54,72.54,1/30/21 2:38,1/30/21 2:38,1/30/21 2:40,149607
695597,Water Main Repair Break,1/29/21 23:01,0,0,83.91,83.91,1/30/21 2:38,1/30/21 2:38,1/30/21 2:40,149283
695830,Water Main Repair Break,2/2/21 7:05,230.96,0,0,230.96,2/2/21 13:50,2/2/21 13:50,2/2/21 13:55,56443
695830,Water Main Repair Break,2/2/21 7:05,228.88,0,0,228.88,2/2/21 13:50,2/2/21 13:50,2/2/21 13:55,149306
695830,Water Main Repair Break,2/2/21 7:05,124.16,0,0,124.16,2/2/21 13:50,2/2/21 13:50,2/2/21 13:55,90777
695830,Water Main Repair Break,2/2/21 7:05,267.12,0,0,267.12,2/2/21 13:50,2/2/21 13:50,2/2/21 13:55,1032
695830,Water Main Repair Break,2/2/21 7:05,267.12,0,0,267.12,2/2/21 13:50,2/2/21 13:50,2/2/21 13:55,90832
695830,Water Main Repair Break,2/2/21 7:05,213.2,0,0,213.2,2/2/21 13:50,2/2/21 13:50,2/2/21 13:55,149465
695830,Water Main Repair Break,2/2/21 7:05,111.88,0,0,111.88,2/2/21 13:50,2/2/21 13:50,2/2/21 13:55,149283
696339,Water Main Repair Break,2/4/21 9:21,144.35,0,0,144.35,2/4/21 13:32,2/4/21 13:32,2/4/21 14:30,56443
696339,Water Main Repair Break,2/4/21 9:21,166.95,0,0,166.95,2/4/21 13:32,2/4/21 13:32,2/4/21 14:30,88770
696339,Water Main Repair Break,2/4/21 9:21,143.05,0,0,143.05,2/4/21 13:32,2/4/21 13:32,2/4/21 14:30,149306
696339,Water Main Repair Break,2/4/21 9:21,166.95,0,0,166.95,2/4/21 13:32,2/4/21 13:32,2/4/21 14:30,1032
696339,Water Main Repair Break,2/4/21 9:21,166.95,0,0,166.95,2/4/21 13:32,2/4/21 13:32,2/4/21 14:30,90832
696470,Water Main Repair Break,2/5/21 11:20,116.865,0,0,116.865,2/5/21 11:21,2/5/21 11:21,2/5/21 12:03,1032
696470,Water Main Repair Break,2/5/21 11:20,116.865,0,0,116.865,2/5/21 11:21,2/5/21 11:21,2/5/21 12:03,90832
696470,Water Main Repair Break,2/5/21 11:20,108.64,0,0,108.64,2/5/21 11:21,2/5/21 11:21,2/5/21 12:03,121388
696470,Water Main Repair Break,2/5/21 11:20,223.76,0,0,223.76,2/8/21 13:52,2/8/21 13:52,2/8/21 14:04,149240
696470,Water Main Repair Break,2/5/21 11:20,200.34,0,0,200.34,2/8/21 13:52,2/8/21 13:52,2/8/21 14:04,88770
696470,Water Main Repair Break,2/5/21 11:20,228.88,0,0,228.88,2/8/21 13:52,2/8/21 13:52,2/8/21 14:04,149306
696470,Water Main Repair Break,2/5/21 11:20,186.24,0,0,186.24,2/8/21 13:52,2/8/21 13:52,2/8/21 14:04,90777
696470,Water Main Repair Break,2/5/21 11:20,267.12,0,0,267.12,2/8/21 13:52,2/8/21 13:52,2/8/21 14:04,1032
696470,Water Main Repair Break,2/5/21 11:20,267.12,0,0,267.12,2/8/21 13:52,2/8/21 13:52,2/8/21 14:04,90832
699118,Water Main Repair Break,2/9/21 13:31,267.12,0,0,267.12,2/10/21 13:30,2/10/21 13:30,2/10/21 13:35,88770
699118,Water Main Repair Break,2/9/21 13:31,248.32,0,0,248.32,2/10/21 13:30,2/10/21 13:30,2/10/21 13:35,90777
699118,Water Main Repair Break,2/9/21 13:31,267.12,0,0,267.12,2/10/21 13:30,2/10/21 13:30,2/10/21 13:35,90832
699118,Water Main Repair Break,2/9/21 13:31,223.76,0,0,223.76,2/10/21 13:30,2/10/21 13:30,2/10/21 13:35,149283
699948,Water Main Repair Break,2/11/21 7:53,111.88,0,0,111.88,2/11/21 12:12,2/11/21 12:12,2/11/21 13:40,149240
699948,Water Main Repair Break,2/11/21 7:53,114.44,0,0,114.44,2/11/21 12:12,2/11/21 12:12,2/11/21 13:40,149306
699948,Water Main Repair Break,2/11/21 7:53,124.16,0,0,124.16,2/11/21 12:12,2/11/21 12:12,2/11/21 13:40,90777
699948,Water Main Repair Break,2/11/21 7:53,133.56,0,0,133.56,2/11/21 12:12,2/11/21 12:12,2/11/21 13:40,90832
699948,Water Main Repair Break,2/11/21 7:53,111.88,0,0,111.88,2/11/21 12:12,2/11/21 12:12,2/11/21 13:40,149283
701656,Water Main Repair Break,2/13/21 10:19,0,310.065,0,310.065,2/13/21 16:01,2/13/21 16:01,2/13/21 16:01,149008
701656,Water Main Repair Break,2/13/21 10:19,0,230.79,0,230.79,2/13/21 16:01,2/13/21 16:01,2/13/21 16:01,149764
701656,Water Main Repair Break,2/13/21 10:19,0,350.595,0,350.595,2/13/21 16:01,2/13/21 16:01,2/13/21 16:02,17
701656,Water Main Repair Break,2/13/21 10:19,0,350.595,0,350.595,2/13/21 16:01,2/13/21 16:01,2/13/21 16:02,90832
701656,Water Main Repair Break,2/13/21 10:19,0,0,100.17,100.17,2/13/21 16:01,2/13/21 16:01,2/13/21 16:11,17
701656,Water Main Repair Break,2/13/21 10:19,0,0,100.17,100.17,2/13/21 16:01,2/13/21 16:01,2/13/21 16:11,90832
701656,Water Main Repair Break,2/13/21 10:19,0,0,88.59,88.59,2/13/21 16:01,2/13/21 16:01,2/13/21 16:11,149008
701656,Water Main Repair Break,2/13/21 10:19,0,0,83.91,83.91,2/13/21 16:01,2/13/21 16:01,2/13/21 16:11,149240
701656,Water Main Repair Break,2/13/21 10:19,0,0,0,293.685,2/13/21 16:01,2/13/21 16:01,2/13/21 16:12,149240
701656,Water Main Repair Break,2/13/21 10:19,0,0,65.94,65.94,2/13/21 8:44,2/13/21 8:44,2/16/21 8:46,149764
701661,Water Main Repair Break,2/14/21 12:04,0,338.07375,0,338.07375,2/14/21 6:49,2/14/21 6:49,2/16/21 6:52,17
701661,Water Main Repair Break,2/14/21 12:04,0,338.07375,0,338.07375,2/14/21 6:49,2/14/21 6:49,2/16/21 6:52,7357
701661,Water Main Repair Break,2/14/21 12:04,0,272.7075,0,272.7075,2/14/21 6:49,2/14/21 6:49,2/16/21 6:52,149283
701661,Water Main Repair Break,2/14/21 12:04,0,214.305,0,214.305,2/14/21 6:49,2/14/21 6:49,2/16/21 6:52,149764
701661,Water Main Repair Break,2/14/21 12:04,0,0,100.17,100.17,2/14/21 6:49,2/14/21 6:49,2/16/21 6:53,17
701661,Water Main Repair Break,2/14/21 12:04,0,0,100.17,100.17,2/14/21 6:49,2/14/21 6:49,2/16/21 6:53,7357
701661,Water Main Repair Break,2/14/21 12:04,0,0,83.91,83.91,2/14/21 6:49,2/14/21 6:49,2/16/21 6:53,149240
701661,Water Main Repair Break,2/14/21 12:04,0,0,83.91,83.91,2/14/21 6:49,2/14/21 6:49,2/16/21 6:53,149283
701661,Water Main Repair Break,2/14/21 12:04,0,0,65.94,65.94,2/14/21 6:49,2/14/21 6:49,2/16/21 6:53,149764
701661,Water Main Repair Break,2/14/21 12:04,0,0,72.54,72.54,2/14/21 6:49,2/14/21 6:49,2/16/21 6:53,149607
701661,Water Main Repair Break,2/14/21 12:04,0,0,0,293.685,2/14/21 6:49,2/14/21 6:49,2/17/21 8:26,149240
701661,Water Main Repair Break,2/14/21 12:04,0,0,0,235.755,2/14/21 6:49,2/14/21 6:49,2/17/21 8:27,149607
701674,Water Main Repair Break,2/16/21 6:28,173.22,0,0,173.22,2/17/21 11:29,2/17/21 11:29,2/17/21 11:42,56443
701674,Water Main Repair Break,2/16/21 6:28,200.34,0,0,200.34,2/17/21 11:29,2/17/21 11:29,2/17/21 11:42,88770
701674,Water Main Repair Break,2/16/21 6:28,186.24,0,0,186.24,2/17/21 11:29,2/17/21 11:29,2/17/21 11:42,90777
701674,Water Main Repair Break,2/16/21 6:28,200.34,0,0,200.34,2/17/21 11:29,2/17/21 11:29,2/17/21 11:42,1032
701674,Water Main Repair Break,2/16/21 6:28,186.24,0,0,186.24,2/17/21 11:30,2/17/21 11:30,2/17/21 11:42,19
701774,Water Main Repair Break,2/17/21 9:06,147.65,0,0,147.65,2/17/21 16:38,2/17/21 16:38,2/17/21 16:39,149008
701774,Water Main Repair Break,2/17/21 9:06,155.2,0,0,155.2,2/17/21 16:38,2/17/21 16:38,2/17/21 16:39,136012
701774,Water Main Repair Break,2/17/21 9:06,166.95,0,0,166.95,2/17/21 16:38,2/17/21 16:38,2/17/21 16:39,17
701774,Water Main Repair Break,2/17/21 9:06,166.95,0,0,166.95,2/17/21 16:38,2/17/21 16:38,2/17/21 16:39,781
701774,Water Main Repair Break,2/17/21 9:06,109.9,0,0,109.9,2/17/21 16:38,2/17/21 16:38,2/17/21 16:39,149764
701774,Water Main Repair Break,2/17/21 9:06,0,132.885,0,132.885,2/17/21 16:38,2/17/21 16:38,2/17/21 17:03,149008
701774,Water Main Repair Break,2/17/21 9:06,0,139.68,0,139.68,2/17/21 16:38,2/17/21 16:38,2/17/21 17:03,136012
701774,Water Main Repair Break,2/17/21 9:06,0,150.255,0,150.255,2/17/21 16:38,2/17/21 16:38,2/17/21 17:03,17
701774,Water Main Repair Break,2/17/21 9:06,0,150.255,0,150.255,2/17/21 16:38,2/17/21 16:38,2/17/21 17:03,781
701774,Water Main Repair Break,2/17/21 9:06,0,98.91,0,98.91,2/17/21 16:38,2/17/21 16:38,2/17/21 17:03,149764
701774,Water Main Repair Break,2/17/21 9:06,230.96,0,0,230.96,2/18/21 13:03,2/18/21 13:03,2/18/21 13:09,56443
701774,Water Main Repair Break,2/17/21 9:06,267.12,0,0,267.12,2/18/21 13:03,2/18/21 13:03,2/18/21 13:09,88770
701774,Water Main Repair Break,2/17/21 9:06,267.12,0,0,267.12,2/18/21 13:03,2/18/21 13:03,2/18/21 13:09,1032
701774,Water Main Repair Break,2/17/21 9:06,198.16,0,0,198.16,2/18/21 13:04,2/18/21 13:04,2/18/21 13:09,149587
701774,Water Main Repair Break,2/17/21 9:06,139.85,0,0,139.85,2/18/21 13:03,2/18/21 13:03,2/18/21 13:32,149240
701875,Water Main Repair Break,2/18/21 6:19,83.91,0,0,83.91,2/18/21 11:00,2/18/21 11:00,2/18/21 11:49,149240
701875,Water Main Repair Break,2/18/21 6:19,195.48,0,0,195.48,2/18/21 10:59,2/18/21 10:59,2/18/21 13:38,134000
701875,Water Main Repair Break,2/18/21 6:19,173.22,0,0,173.22,2/18/21 10:59,2/18/21 10:59,2/18/21 13:38,56455
701875,Water Main Repair Break,2/18/21 6:19,171.66,0,0,171.66,2/18/21 11:00,2/18/21 11:00,2/18/21 13:38,149306
701875,Water Main Repair Break,2/18/21 6:19,186.24,0,0,186.24,2/18/21 11:00,2/18/21 11:00,2/18/21 13:38,90777
701875,Water Main Repair Break,2/18/21 6:19,200.34,0,0,200.34,2/18/21 11:00,2/18/21 11:00,2/18/21 13:38,90832
701875,Water Main Repair Break,2/18/21 6:19,167.82,0,0,167.82,2/18/21 11:00,2/18/21 11:00,2/18/21 13:38,149283
702009,Water Main Repair Break,2/19/21 8:19,0,50.085,0,50.085,2/19/21 17:04,2/19/21 17:04,2/19/21 17:08,1032
702009,Water Main Repair Break,2/19/21 8:19,0,129.915,0,129.915,2/19/21 17:04,2/19/21 17:04,2/20/21 14:27,56443
702009,Water Main Repair Break,2/19/21 8:19,0,139.68,0,139.68,2/19/21 17:04,2/19/21 17:04,2/20/21 14:28,90777
702009,Water Main Repair Break,2/19/21 8:19,0,125.865,0,125.865,2/19/21 17:04,2/19/21 17:04,2/20/21 14:28,149283
702009,Water Main Repair Break,2/19/21 8:19,0,150.255,0,150.255,2/19/21 17:04,2/19/21 17:04,2/20/21 14:28,17
702009,Water Main Repair Break,2/19/21 8:19,0,150.255,0,150.255,2/19/21 17:04,2/19/21 17:04,2/20/21 14:28,90832
702009,Water Main Repair Break,2/19/21 8:19,0,146.61,0,146.61,2/19/21 17:04,2/19/21 17:04,2/20/21 14:28,134000
702009,Water Main Repair Break,2/19/21 8:19,200.34,0,0,200.34,2/19/21 6:59,2/19/21 6:59,2/22/21 7:01,1032
702009,Water Main Repair Break,2/19/21 8:19,230.96,0,0,230.96,2/19/21 6:59,2/19/21 6:59,2/22/21 7:01,56443
702009,Water Main Repair Break,2/19/21 8:19,248.32,0,0,248.32,2/19/21 6:59,2/19/21 6:59,2/22/21 7:01,90777
702009,Water Main Repair Break,2/19/21 8:19,267.12,0,0,267.12,2/19/21 6:59,2/19/21 6:59,2/22/21 7:01,90832
702009,Water Main Repair Break,2/19/21 8:19,223.76,0,0,223.76,2/19/21 6:59,2/19/21 6:59,2/22/21 7:01,149240
702009,Water Main Repair Break,2/19/21 8:19,167.82,0,0,167.82,2/19/21 6:59,2/19/21 6:59,2/22/21 7:01,149283
702091,Water Main Repair Break,2/20/21 14:23,0,0,100.17,100.17,2/20/21 14:30,2/20/21 14:30,2/20/21 14:33,90832
702091,Water Main Repair Break,2/20/21 14:23,0,0,93.12,93.12,2/20/21 14:30,2/20/21 14:30,2/20/21 14:33,19
702091,Water Main Repair Break,2/20/21 14:23,0,0,65.94,65.94,2/20/21 14:30,2/20/21 14:30,2/20/21 14:33,149764
702091,Water Main Repair Break,2/20/21 14:23,0,0,100.17,100.17,2/20/21 14:30,2/20/21 14:30,2/20/21 14:33,17
702091,Water Main Repair Break,2/20/21 14:23,0,0,83.91,83.91,2/20/21 14:30,2/20/21 14:30,2/20/21 14:33,149283
702091,Water Main Repair Break,2/20/21 14:23,0,250.425,0,250.425,2/20/21 16:33,2/20/21 16:33,2/20/21 18:13,17
702091,Water Main Repair Break,2/20/21 14:23,0,232.8,0,232.8,2/20/21 16:33,2/20/21 16:33,2/20/21 18:13,19
702091,Water Main Repair Break,2/20/21 14:23,0,188.7975,0,188.7975,2/20/21 16:33,2/20/21 16:33,2/20/21 18:13,149283
702091,Water Main Repair Break,2/20/21 14:23,0,148.365,0,148.365,2/20/21 16:33,2/20/21 16:33,2/20/21 18:13,149764
