ENABLED,FACILITYID,LOCATION,INSTALLDAT,SUBTYPE,MATERIAL,LENGTH,DIAMETER,STATUS,PressureSy
1,00-070017,2375 Hubbard St,,3,DI,7,6,IS,NEH
1,00-070018,,1/1/1970,1,DI,12,12,IS,NEH
1,00-070026,3505 S State/Victor's Way,6/20/1977,1,DI,220,12,IS,SHE
1,00-070179,,1/1/1949,4,CI,44,24,IS,
1,00-070182,,1/1/1949,4,CI,3,24,IS,
1,00-070321,,7/8/1965,1,DI,4,12,AB,GRA
1,00-070387,S Forest Ave,18860101,1,CI,161,4,AB,GRA
1,00-070368,Green Rd,11/2/1961,1,CI,119,16,AB,NEH
1,00-070375,Green Rd,10/16/1979,1,DI,2,12,AB,NEH
1,00-070401,Plymouth Rd,1/1/1960,1,CI,69,12,AB,NEH
1,00-070414,Plymouth Rd,1/1/1980,1,DI,78,14,AB,NEH
1,00-070416,Plymouth Rd,3/30/1968,1,DI,180,12,AB,NEH
1,00-070419,Plymouth Rd,1/1/1980,1,DI,3,14,AB,NEH
1,00-070449,Plymouth Rd,1/1/1960,1,CI,138,12,AB,NEH
1,00-070451,Plymouth Rd,1/1/1960,1,CI,61,12,AB,NEH
1,00-070453,Plymouth Rd,1/1/1960,1,CI,11,12,AB,NEH
1,00-070454,Plymouth Rd,1/1/1960,1,CI,3,12,AB,NEH
1,00-070456,Plymouth Rd,1/1/1960,1,CI,2,12,AB,NEH
1,00-070457,Plymouth Rd,1/1/1960,1,CI,6,12,AB,NEH
1,00-070458,Plymouth Rd,1/1/1960,1,CI,6,12,AB,NEH
1,00-070461,Plymouth Rd,1/1/1960,1,CI,7,12,AB,NEH
1,00-070462,Plymouth Rd,1/1/1960,1,CI,7,12,AB,NEH
1,00-070465,Georgetown Blvd,8/9/1962,1,DI,16,8,AB,NEH
1,00-070473,Plymouth Rd,1/1/1980,2,DI,45,14,IS,NEH
1,00-070474,Plymouth Rd,3/30/1968,1,DI,47,12,IS,NEH
1,00-070475,Plymouth/Green Crossings,6/1/2008,1,DI,93,12,IS,NEH
1,00-070495,,,3,DI,2,6,IS,SCIO
1,00-070498,,,3,DI,4,6,IS,SCIO
1,00-070501,,,3,DI,4,6,IS,SCIO
1,00-070520,,18860101,1,CI,0,6,AB,GRA
1,00-070521,S University Ave,1/1/1920,1,CI,1,6,AB,GRA
1,00-070522,,18860101,1,CI,0,6,AB,GRA
1,00-070583,,18860101,1,CI,39,6,IS,GRA
1,00-070590,,18860101,1,CI,0,12,IS,GRA
1,00-070591,,18860101,1,CI,11.5,12,IS,GRA
1,00-070598,,18860101,1,CI,11,12,IS,GRA
1,00-070601,W Kingsley St,1/1/1980,1,DI,13,12,IS,GRA
1,00-070606,3505 S State/Victor's Way,6/20/1977,1,DI,5,12,IS,SHE
1,00-070607,3505 S State/Victor's Way,6/20/1977,1,DI,2,12,IS,SHE
1,00-070614,S University Ave,1/1/1920,1,CI,7,12,IS,GRA
1,00-070617,,1/1/1920,1,CI,30,6,IS,WH
1,00-070618,,1/1/1920,1,CI,4,6,IS,WH
1,00-070619,Federal Blvd,10/1/2000,3,DI,6,6,IS,WH
1,00-070620,Federal Blvd,10/1/2000,1,DI,164,8,IS,WH
1,00-070621,Federal Blvd,10/1/2000,3,DI,22,6,IS,WH
1,00-070622,,,1,,0,6,IS,GRA
1,00-070745,Green Road,10/4/2005,2,DI,4,16,IS,NEH
1,00-070747,U of M Indoor Football Practice Facility,3/12/2018,3,DI,6,6,IS,GRA
1,00-070772,Malletts View Office Center @ E. Eisenhower Pkwy.,9/3/2008,3,DI,8,6,IS,WH
1,00-070773,Malletts View Office Center @ E. Eisenhower Pkwy.,9/3/2008,3,DI,3,8,IS,WH
1,00-070799,,1/1/1960,1,DI,1,6,AB,WH
1,00-070828,W Washington St,1/1/1910,1,CI,14,6,AB,WH
1,00-070812,,18860101,1,CI,6.5,8,AB,GRA
1,00-070813,,18860101,1,CI,19.1,8,AB,GRA
1,00-070825,Catherine St,1/1/1970,1,DI,30,6,IS,GRA
1,00-070835,,1/1/1906,1,CI,6.9,6,AB,GRA
1,00-070838,,1/1/1910,1,CI,3,1.5,AB,WH
1,00-070839,,1/1/1910,1,CI,27,6,AB,WH
1,00-070843,,1/1/1960,1,DI,54,2,AB,WH
1,00-070908,N. 5th Ave,12/3/2013,1,DI,7.7,12,AB,GRA
1,00-070886,,18800101,1,CI,6.8,6,AB,GRA
1,00-070890,,18860101,1,CI,25.4,6,AB,GRA
1,00-070909,2900 Huron Pkwy,2/1/1999,3,DI,16,8,IS,NEH
1,00-070913,Stonehaven Rd,11/9/1988,1,DI,2,6,IS,GED
1,00-070934,,1/1/1960,1,DI,202.4,8,IS,SHE
1,00-070935,,1/1/1960,1,DI,6.8,8,IS,SHE
1,00-070936,,1/1/1960,1,DI,1.9,8,IS,SHE
1,00-070937,2900 Huron Pkwy,2/1/1999,1,DI,2.4,12,IS,NEH
1,00-070938,2900 Huron Pkwy,2/1/1999,1,DI,3.9,12,IS,NEH
1,00-070952,,1/1/1920,1,CI,24.2,6,IS,WH
1,00-070954,,1/13/1964,1,CI,17,2,IS,SHE
1,00-070955,Brandywine Dr,7/1/1960,1,CI,21,6,IS,SHE
1,00-070956,,11/30/1960,1,CI,18.3,6,IS,GED
1,00-070958,Geddes Heights Dr,1/1/1910,1,CI,6.8,6,IS,GED
1,00-070960,Pontiac Trl,1/1/1950,1,CI,24,6,IS,NEHWPRZ
1,00-070964,Ann Arbor Municipal Airport,3/30/2009,3,DI,5,6,IS,SHE
1,00-070965,Ann Arbor Municipal Airport,3/30/2009,3,DI,3,8,IS,SHE
1,00-070966,Ann Arbor Municipal Airport,3/30/2009,3,DI,8,6,IS,SHE
1,00-070967,Ann Arbor Municipal Airport,3/30/2009,3,DI,10,8,IS,SHE
1,00-070968,THE COURTYARDS,8/16/2007,1,DI,29.2,12,IS,NEH
1,00-070969,THE COURTYARDS,8/16/2007,1,DI,7.2,12,IS,NEH
1,00-070970,THE COURTYARDS,8/16/2007,1,DI,254.1,12,IS,NEH
1,00-070971,THE COURTYARDS,8/16/2007,1,DI,97,12,IS,NEH
1,00-070972,THE COURTYARDS,8/16/2007,1,DI,208.7,12,IS,NEH
1,00-070973,THE COURTYARDS,8/16/2007,1,DI,282.8,12,IS,NEH
1,00-070974,THE COURTYARDS,8/16/2007,1,DI,318.1,12,IS,NEH
1,00-070975,THE COURTYARDS,8/16/2007,1,DI,93.9,12,IS,NEH
1,00-070976,THE COURTYARDS,8/16/2007,1,DI,11.9,12,IS,NEH
1,00-070977,THE COURTYARDS,8/16/2007,1,DI,39.1,12,IS,NEH
1,00-070978,Applebee's Plymouth and Green,5/1/1999,1,DI,150,10,IS,NEH
1,00-070979,3100 W Liberty St,2/15/1996,1,DI,1,8,IS,SCIO
1,00-070983,355 HURONVIEW,12/1/2009,1,DI,115,8,IS,NEH
1,00-070987,S Industrial Hwy,5/1/2000,2,PVC,4,20,IS,SHE
1,00-070988,S Industrial Hwy,5/1/2000,2,PVC,1,20,IS,SHE
1,00-070989,S Industrial Hwy,5/1/2000,2,PVC,42,20,IS,SHE
1,00-068848,"Skyline High, Maple Rd",8/3/2007,1,DI,28.6,12,IS,WH
1,00-070966,"Skyline High, Maple Rd",8/3/2007,1,DI,303.1,12,IS,WH
1,00-057439,"Skyline High, Maple Rd",8/3/2007,1,DI,813,12,IS,WH
1,00-070998,Maple Rd,6/16/2008,2,DI,115,24,IS,WH
1,00-070999,Maple Rd,6/16/2008,2,DI,13.8,24,IS,WH
1,00-071000,Maple Rd,6/16/2008,2,DI,402,24,IS,WH
1,00-071001,Barton Dr,8/1/2002,1,DI,56,6,IS,NEHWPRZ
1,00-071002,Barton Dr,8/1/2002,1,DI,5,6,IS,NEHWPRZ
1,00-071003,,8/1/2002,1,DI,1.7,6,IS,NEHWPRZ
1,00-071004,,8/1/2002,1,DI,4.7,6,IS,NEHWPRZ
1,00-071005,,8/1/2002,1,DI,43.6,6,IS,NEHWPRZ
1,00-071007,Traver Knoll Apts,1/26/1965,1,DI,1.6,6,IS,NEHWPRZ
1,00-071009,"Skyline High, Maple Rd",8/3/2007,1,DI,548,12,IS,WH
1,00-071011,THE COURTYARDS,8/16/2007,1,DI,4.6,12,IS,NEH
1,00-071014,Miller Ave 10' NW of Hyd 02-01238,7/23/1964,1,DI,58,6,IS,WH
1,00-071015,Nadia Ct.,7/3/2008,1,DI,15.7,8,IS,NEH
1,00-071016,Nadia Ct.,7/3/2008,1,DI,555.3,8,IS,NEH
1,00-071018,Glendaloch Cir,5/29/2009,1,DI,304,8,IS,GED
1,00-071020,Glendaloch Cir,5/29/2009,1,DI,321,8,IS,GED
1,00-071021,Maple,6/16/2008,2,DI,5.8,16,IS,WH
1,00-071022,,6/16/2008,2,DI,27.3,24,IS,WH
1,00-071025,Fulmer St,6/16/2008,2,DI,48.9,24,IS,WH
1,00-071026,,6/16/2008,2,DI,50.8,24,IS,WH
1,00-071027,,6/16/2008,2,DI,1005.3,24,IS,WH
1,00-071028,,6/16/2008,2,DI,48.7,24,IS,WH
1,00-071029,,6/16/2008,2,DI,71,24,IS,WH
1,00-071030,,6/16/2008,2,DI,136,24,IS,WH
1,00-071031,,6/16/2008,2,DI,20.9,24,IS,WH
1,00-071032,Maple Rd,6/16/2008,2,DI,1016.1,24,IS,WH
1,00-071033,Maple,6/16/2008,2,DI,24,16,IS,WH
1,00-071034,Clair Circle,6/29/2009,1,DI,344.6,8,IS,WH
1,00-071035,Clair Circle,6/29/2009,1,DI,233,8,IS,WH
1,00-071036,Clair Cir,6/29/2009,1,DI,1.4,6,IS,WH
1,00-071037,Clair Circle,6/29/2009,1,DI,7,8,IS,WH
1,00-071038,Clair Cir,6/29/2009,1,DI,1.6,6,IS,WH
1,00-071039,Hiawatha Pl,7/14/2009,1,DI,5,6,IS,NEHWPRZ
1,00-071040,Hiawatha Pl,7/14/2009,1,DI,7,8,IS,NEHWPRZ
1,00-071041,Hiawatha Pl,7/14/2009,1,DI,14,8,IS,NEHWPRZ
1,00-071042,Hiawatha Pl,7/14/2009,1,DI,9,8,IS,NEHWPRZ
1,00-071043,Hiawatha Pl,7/14/2009,1,DI,277,8,IS,NEHWPRZ
1,00-071044,Hiawatha Pl,7/14/2009,1,DI,325.6,8,IS,NEHWPRZ
1,00-071045,Hiawatha Pl,7/14/2009,3,DI,6,6,IS,NEHWPRZ
1,00-071046,Hiawatha Pl,7/14/2009,3,DI,14,6,IS,NEHWPRZ
1,00-071047,Loyola Dr,6/30/2009,1,DI,12,6,IS,WH
1,00-071048,Loyola Dr,6/30/2009,1,DI,38,8,IS,WH
1,00-071049,Loyola Dr,6/30/2009,1,DI,365.2,8,IS,WH
1,00-071050,,6/30/2009,1,DI,5,8,IS,WH
1,00-071051,Colgate Cir,6/30/2009,1,DI,187,8,IS,WH
1,00-071052,Loyola Dr,6/30/2009,1,DI,319,8,IS,WH
1,00-071054,Clair Circle,6/29/2009,3,DI,5.6,6,IS,WH
1,00-071057,Elmcrest,6/8/2009,1,DI,172.5,8,IS,WH
1,00-071058,Ann Arbor Municipal Airport,3/30/2009,1,DI,19.5,12,IS,SHE
1,00-071066,Washtenaw Ave,9/3/2009,1,DI,45.3,12,IS,SHE
1,00-071067,Washtenaw Ave,9/3/2009,1,DI,115.6,12,IS,SHE
1,00-071068,Washtenaw Ave,9/3/2009,1,DI,2.5,12,IS,SHE
1,00-071069,Washtenaw Ave,9/3/2009,1,DI,2.4,12,IS,SHE
1,00-071070,Washtenaw Ave,9/3/2009,1,DI,5.5,12,IS,SHE
1,00-071071,Washtenaw Ave,9/3/2009,1,DI,2.5,12,IS,SHE
1,00-071072,Washtenaw Ave,9/3/2009,1,DI,9.7,12,IS,SHE
1,00-071073,Washtenaw Ave,9/3/2009,1,DI,86,8,IS,SHE
1,00-071074,Washtenaw Ave,9/3/2009,1,DI,17,8,IS,SHE
1,00-071008,"PLYMOUTH RD, TRAVER VILLAGE",2/27/1991,1,DI,21.7,12,IS,NEH
1,00-071076,S Main St,9/12/1988,1,DI,2,16,IS,WH
1,00-071080,,1/1/1920,1,CI,2.3,12,AB,GRA
1,00-071138,Pauline Blvd,1/1/1950,1,CI,1.2,6,AB,WH
1,00-071151,Redeemer Ave,9/30/2015,1,DI,4.2,12,AB,WH
1,00-071284,,1/1/1950,1,CI,4.9,6,IS,WH
1,00-17293,Ivywood Dr,9/1/1960,1,CI,81.3,6,IS,WH
1,00-17290,Ivywood Dr,9/1/1960,1,CI,873.4,6,IS,WH
1,00-071312,S State St,1/1/1920,1,UNK,46,1.5,IS,GRA
1,00-071314,S State St,1/1/1920,1,UNK,54,1.5,IS,GRA
1,00-071338,Xlot 2625 Jackson Ave,4/25/1961,1,CI,37,8,IS,WH
1,00-071341,,1/1/1920,1,CI,23,4,AB,GRA
1,00-071349,,1/1/1920,1,CI,4,4,AB,GRA
1,00-071522,E Park Pl,1/1/1920,1,CI,259,6,IS,GRA
1,00-071534,Maple Village,12/17/1973,1,DI,112,12,IS,WH
1,00-071535,Maple Village,12/17/1973,1,DI,19,12,IS,WH
1,00-05935,Broadway St,12/27/1979,1,DI,48,12,IS,NEHWPRZ
1,00-071559,,18860101,1,CI,59,8,IS,GRA
1,00-071570,,12/5/1962,2,CI,5,16,IS,SHE
1,00-071571,,12/5/1962,2,CI,2,16,IS,SHE
1,00-071609,,,4,CI,148,24,IS,
1,00-071646,,,3,DI,3,6,IS,NEH
1,00-071649,1300 S State St,6/1/2009,3,DI,1,8,IS,GRA
1,00-071650,Thompson St,7/11/1967,2,DI,230,20,IS,GRA
1,00-071651,Thompson St,7/11/1967,2,DI,170,20,IS,GRA
1,00-071658,Nottingham Dr,1/1/1950,1,CI,57,6,IS,SHE
1,00-071660,,1/1/1920,1,CI,1,8,IS,GRA
1,00-071661,Country Village Ct,8/13/1991,1,DI,2,8,IS,WH
1,00-071662,,1/1/1950,1,CI,22,4,IS,WH
1,00-071663,,1/1/1950,1,CI,2,6,IS,WH
1,00-071664,W Huron St,8/1/1997,1,DI,3,6,IS,WH
1,00-071665,Lindsay Ln,6/1/1998,1,DI,5,12,IS,SHE
1,00-071666,,1/1/1950,1,CI,7,6,IS,GRA
1,00-071667,Adams St,1/1/1910,1,CI,6,6,IS,GRA
1,00-071670,,1/1/1980,1,DI,8,6,IS,GED
1,00-071671,,1/1/1930,1,CI,9,6,IS,GRA
1,00-071675,,1/1/1940,1,CI,11,6,IS,WH
1,00-071676,,5/29/1963,1,CI,11,6,IS,NEHEPRZ
1,00-071677,,1/19/1961,1,CI,100,8,IS,WH
1,00-071679,,6/23/1960,1,CI,11,6,IS,GED
1,00-071680,,1/1/1909,1,CI,12,6,IS,GED
1,00-071681,,1/1/1970,1,DI,14,6,IS,GRA
1,00-071682,,1/1/1950,1,CI,15,6,IS,WH
1,00-071684,Adare Rd,5/24/1961,1,CI,16,6,IS,GED
1,00-071685,,1/1/1920,1,CI,17,6,IS,GED
1,00-071686,,1/1/1970,1,DI,18,4,IS,GRA
1,00-071687,,6/30/1964,1,DI,121,6,IS,GED
1,00-071688,,1/1/1950,1,CI,19,6,IS,SHE
1,00-071689,,9/1/1960,1,CI,19,4,IS,WH
1,00-071693,Shannondale Rd,1/1/1950,1,CI,19,6,IS,GED
1,00-071694,Aberdeen Dr,1/1/1950,1,CI,20,6,IS,GED
1,00-071697,Chaucer Dr,4/27/1963,1,CI,21,8,IS,WH
1,00-071705,,1/1/1940,1,CI,3,6,IS,GRA
1,00-071706,Arlington Blvd,1/1/1950,1,CI,24,6,IS,GED
1,00-071707,Prescott Ave,1/1/1920,1,CI,25,6,IS,WH
1,00-071709,Minerva Rd,1/1/1911,1,CI,27,6,IS,GRA
1,00-071711,,1/1/1950,1,CI,28,6,IS,NEHWPRZ
1,00-071712,,18960101,1,CI,28,8,IS,GRA
1,00-071713,,1/1/1950,1,CI,28,6,IS,GED
1,00-071715,,6/23/1960,1,CI,32,6,IS,GED
1,00-071716,La Salle Dr,1/1/1960,1,CI,33,6,IS,SHE
1,00-071717,Provincial Dr,5/14/1960,1,CI,40,6,IS,GED
1,00-071719,Cherry Tree Lane,6/17/1997,1,DI,6,6,IS,SHE
1,00-071722,,18860101,1,CI,28,6,IS,GRA
1,00-071723,Mornindside Dr,1/1/1950,1,CI,29,6,IS,WH
1,00-071726,E Washington St,1/1/1909,1,CI,53,12,IS,GRA
1,00-071727,E Washington St,1/1/1909,1,CI,49,12,IS,GRA
1,00-071737,Barton Dr,1/1/1940,1,CI,5,6,IS,NEHWPRZ
1,00-071739,Washtenaw Ave,9/3/2009,1,DI,11,12,IS,SHE
1,00-071740,Washtenaw Ave,9/3/2009,1,DI,319,12,IS,SHE
1,00-071741,Washtenaw Ave,9/3/2009,1,DI,9,12,IS,SHE
1,00-071745,Washtenaw Ave,9/3/2009,1,DI,15,8,IS,SHE
1,00-071746,Washtenaw Ave,9/3/2009,1,DI,93,8,IS,SHE
1,00-071747,Washtenaw Ave,9/3/2009,1,DI,306,12,IS,SHE
1,00-071749,Washtenaw Ave,9/3/2009,1,DI,107,12,IS,SHE
1,00-071750,Washtenaw Ave,9/3/2009,1,DI,6,12,IS,SHE
1,00-071751,Washtenaw Ave,9/3/2009,1,DI,5,12,IS,SHE
1,00-071752,Washtenaw Ave,9/3/2009,1,DI,191,12,IS,SHE
1,00-071753,,1/1/1960,3,DI,16,6,IS,GRA
1,00-071756,E Summit,1/1/1940,1,CI,2,6,IS,GRA
1,00-071757,E Summit St,1/1/1940,1,CU,41,2,IS,GRA
1,00-071760,Hayward St,10/3/2009,1,DI,12,12,IS,GED
1,00-071763,Hayward St.,10/3/2009,1,DI,5,12,IS,GED
1,22-00135,,6/30/1961,3,CI,4,6,AB,SHE
1,22-00830,Camelot Rd,6/20/1961,3,CI,10,6,IS,SHE
1,22-01195,,1/1/1960,3,CI,25,12,AB,SHE
1,22-01735,Pittsfield Blvd,1/1/1940,3,AC,12,6,IS,SHE
1,22-01736,Pittsfield Blvd,1/1/1940,3,AC,21,6,IS,SHE
1,22-01770,,1/1/1940,3,AC,6,6,IS,SHE
1,22-01781,Pittsfield Dr,1/1/1940,3,AC,6,6,IS,SHE
1,22-01787,Pittsfield Blvd and Norwood St,10/19/2016,3,DI,22,6,IS,SHE
1,22-01961,Packard Rd,1/1/1960,3,DI,10,6,IS,SHE
1,22-02020,,4/1/1962,3,CI,42,6,IS,SHE
1,22-02060,Colony Rd,7/24/1963,3,CI,9,6,IS,SHE
1,22-02337,2775 Boardwalk,11/16/1978,3,DI,22,6,IS,SHE
1,22-02367,2500 S Industrial Hwy,8/30/1977,3,DI,4,6,IS,SHE
1,22-02429,,1/1/1980,3,DI,8,6,IS,SHE
1,22-02483,,1/1/1970,3,DI,33,6,IS,GRA
1,22-02486,,1/1/1950,3,CI,13,6,IS,GRA
1,22-02502,,1/1/1950,3,CI,32,6,IS,GRA
1,22-02505,,1/1/1940,3,CI,8,6,IS,GRA
1,22-02508,,1/1/1940,3,CI,1,6,IS,GRA
1,22-02505,,1/1/1940,3,CI,6,6,IS,GRA
1,22-02547,,4/28/1965,3,DI,20,8,IS,NEH
1,22-02597,Jackson Ave,,3,DI,24,6,IS,WH
1,22-02936,,1/1/1920,3,CI,13,6,IS,GRA
1,22-03124,,1/1/1972,3,DI,18,6,IS,GRA
1,22-03126,,1/1/1972,3,DI,16,6,IS,GRA
1,22-03130,,1/1/1940,3,CI,19,6,IS,GRA
1,22-03139,Lincoln Ave,8/26/1972,1,DI,6,6,IS,GRA
1,22-03139,Lincoln Ave,8/26/1972,1,DI,6,6,IS,GRA
1,22-03151,,1/1/1960,3,DI,7,6,IS,GED
1,22-03222,,2/27/2012,3,DI,14,6,IS,GED
1,22-03238,,1/15/1986,3,DI,8,6,IS,GED
1,22-03363,Beechwood Dr,1/1/1990,3,DI,8,6,IS,NEH
1,22-03363,Beechwood Dr,1/1/1990,1,DI,10,8,IS,NEH
1,22-03489,,1/1/1940,3,CI,9,6,IS,NEHWPRZ
1,22-03531,,1/1/1920,3,CI,11,6,IS,NEHWPRZ
1,22-03588,,1/1/1920,3,CI,16,6,IS,NEHWPRZ
1,22-03619,,10/17/1939,3,CI,13,6,IS,NEHWPRZ
1,22-03903,U-M Catherine St,1/4/2005,3,DI,4,6,IS,GRA
1,22-03953,,1/1/1930,3,CI,4,6,IS,GED
1,22-04459,,1/1/1920,3,CI,12,4,IS,GRA
1,22-04638,"ARBORVIEW BLVD, NE CORNER OF LINDA VISTA AVE",1/1/1930,3,CI,24,6,IS,GRA
1,22-04761,,1/1/1940,3,CI,44,6,IS,GRA
1,22-05247,,1/1/1910,3,CI,7,6,AB,GRA
1,22-05440,,7/23/1975,3,DI,16,6,IS,GRA
1,22-05483,,1/1/1940,3,CI,19,6,IS,GRA
1,22-05509,,1/1/1920,3,CI,29,6,AB,SHE
1,22-05516,,1/1/1930,3,CI,22,6,IS,SHE
1,22-05648,,1/1/1930,3,CI,21,6,AB,GED
1,22-05919,,7/11/1997,3,DI,18,6,IS,NEHWPRZ
1,22-06197,,1/1/1920,3,CI,9,6,AB,GRA
1,22-06280,,1/1/1920,1,CI,9,6,IS,GRA
1,22-06329,,1/1/1920,3,CI,5,6,IS,GRA
1,22-06478,,1/1/1920,3,CI,3,6,IS,GRA
1,22-06570,,1/1/1970,3,DI,9,6,IS,GRA
1,22-06580,,1/1/1980,3,DI,44,8,IS,GRA
1,22-06230,,6/16/1986,3,CI,16,6,AB,GRA
1,00-06240,,1/1/1920,3,CI,35,6,AB,GRA
1,22-06700,,1/1/1920,3,CI,10,6,IS,GRA
1,22-06703,,1/1/1980,3,DI,8,6,IS,GRA
1,22-06703,,1/1/1980,3,DI,7,6,IS,GRA
1,22-06762,,1/1/1920,3,CI,5,6,IS,GRA
1,22-06769,,1/1/1970,3,DI,8,6,IS,GRA
1,22-06785,,1/1/1950,3,CI,20,6,AB,GRA
1,22-06794,,1/1/1920,3,CI,18,6,AB,GRA
1,22-07044,,1/1/1920,3,CI,25,12,IS,GRA
1,22-07055,,1/1/1930,3,CI,14,6,IS,GRA
1,22-07134,,1/1/1920,3,CI,31,6,IS,GRA
1,22-07236,,6/25/1925,3,CI,15,6,IS,GRA
1,22-07269,,5/17/1996,3,DI,13,6,IS,GRA
1,22-07284,,1/1/1940,3,CI,9,6,IS,GRA
1,22-07285,,1/1/1940,3,CI,3,6,IS,GRA
1,22-07342,,7/24/1969,3,DI,32,6,IS,SHE
1,22-07039,,1/1/1920,3,CI,4,6,IS,GRA
1,22-07285,,1/1/1940,3,CI,8,6,IS,GRA
1,22-07625,"BEAL AV, E OF CIVIL DEFENSE BLDG, U OF M",1/1/1950,3,CI,40,6,IS,NEH
1,22-08240,,1/1/1992,3,DI,5,6,IS,NEH
1,22-08242,Traverwood Dr,1/1/1992,3,DI,5,6,IS,NEH
1,22-08245,,1/1/1992,3,DI,6,6,IS,NEH
1,22-08248,Traverwood Dr,1/1/1992,3,DI,10,6,IS,NEH
1,22-08249,,1/1/1992,3,DI,10,6,IS,NEH
1,22-08250,,1/1/1992,3,DI,9,6,IS,NEH
1,22-08285,Leslie Cir,12/6/1989,3,DI,5,6,IS,NEH
1,22-08522,,1/1/1970,3,DI,9,6,IS,NEH
1,22-09001,,8/21/1986,3,DI,4,6,IS,NEH
1,22-09590,Pontiac Trl,1/1/1990,3,DI,6,6,IS,NEH
1,22-09751,,1/1/1980,3,DI,26,8,IS,NEH
1,22-09893,,1/1/1940,3,CI,17,6,AB,NEH
1,22-09969,Traver Rd,5/8/1962,3,CI,36,6,IS,NEH
1,22-10009,,1/1/1980,3,DI,33,6,IS,NEH
1,22-10050,,1/1/1990,3,DI,23,6,IS,NEH
1,22-10077,,1/1/1960,3,DI,16,6,IS,NEH
1,22-10080,,1/1/1960,3,CI,42,6,IS,NEH
1,22-10676,,12/21/1962,3,CI,28,6,IS,NEH
1,22-10704,Commonwealth Blvd,8/29/1980,3,DI,3,6,IS,NEH
1,22-10726,Commonwealth Blvd,8/29/1980,3,DI,46,6,IS,NEH
1,22-10748,,1/1/1980,3,DI,18,6,AB,NEH
1,22-10853,,8/27/1973,3,DI,12,8,IS,NEH
1,22-11121,,8/14/1979,3,DI,17,6,IS,NEH
1,22-11210,3000 Green Rd,8/2/1990,3,DI,30,8,IS,NEH
1,22-11617,3800 Waldenwood,12/17/1968,3,DI,116,6,IS,NEHEPRZ
1,22-11620,3800 Waldenwood,12/17/1968,3,DI,19,6,IS,NEHEPRZ
1,22-11735,2400 Green Rd,12/8/1994,3,DI,65,6,IS,NEH
1,22-11851,,3/30/1968,3,DI,19,6,IS,NEH
1,22-12397,,7/1/1970,3,DI,36,6,IS,NEHEPRZ
1,22-12449,,1/1/1970,3,DI,42,6,IS,NEH
1,22-12681,Ann Arbor Municipal Airport,5/11/1995,3,DI,49,6,IS,SHE
1,22-12887,,11/24/2004,3,DI,31,6,IS,SHE
1,22-13408,,1/4/1962,3,CI,46,6,IS,SHE
1,22-13430,Research Park Dr,1/4/1962,3,CI,37,6,IS,SHE
1,22-13454,Research Park Dr,1/4/1962,3,CI,41,6,IS,SHE
1,22-13459,,1/1/1970,3,DI,7,8,IS,SHE
1,22-13459,,1/1/1970,3,DI,169,8,IS,SHE
1,22-13462,,4/10/1974,3,DI,12,6,IS,SHE
1,22-13482,Research Park Dr,1/4/1962,3,CI,40,6,IS,SHE
1,22-13489,Research Park Dr,10/26/1961,3,CI,39,6,IS,SHE
1,22-13552,Research Park Dr,10/26/1961,3,CI,20,6,IS,SHE
1,22-13637,,10/9/1981,3,DI,31,8,IS,SHE
1,22-13640,Xlot 3995 Research Park Dr,11/9/1983,3,DI,9,6,IS,SHE
1,22-13812,,1/1/1970,3,DI,25,6,IS,SHE
1,22-14039,,11/23/1981,3,DI,5,8,IS,SHE
1,22-14314,,1/1/1970,3,DI,38,6,IS,WH
1,22-14339,,10/10/1986,3,DI,72,6,IS,WH
1,22-14364,,1/1/1970,3,DI,11,6,IS,WH
1,22-14383,Briarwood Circle,1/1/1970,3,DI,20,6,IS,WH
1,22-14395,,1/1/1970,3,DI,69,6,IS,WH
1,22-14436,,1/1/1970,3,DI,9,6,IS,WH
1,22-14483,,6/27/1966,3,DI,59,6,IS,SHE
1,22-14516,,7/10/1978,3,DI,38,6,IS,WH
1,22-14547,,1/1/1970,3,DI,4,6,IS,WH
1,22-14652,,1/1/1950,3,DI,20,6,AB,WH
1,22-14754,,1/1/1960,3,DI,21,6,AB,WH
1,22-14839,Adrienne Dr,1/6/1975,3,DI,12,6,IS,WH
1,22-15064,,3/9/1961,3,CI,13,6,IS,GRA
1,22-15082,2232 S Industrial Hwy,5/7/1984,3,DI,4,6,IS,SHE
1,22-15355,3001 S State St,5/2/1973,3,DI,25,6,IS,SHE
1,22-15534,,1/1/1970,3,DI,7,3,IS,SHE
1,22-15535,,1/1/1970,3,DI,7,3,IS,SHE
1,22-15559,,1/1/1970,3,DI,33,6,IS,SHE
1,22-15894,,11/25/1964,3,DI,17,6,IS,WH
1,22-15914,,1/5/1966,3,DI,17,6,IS,WH
1,22-15951,,12/1/1968,3,DI,15,6,IS,WH
1,22-15960,,12/1/1968,3,DI,23,6,IS,WH
1,22-16240,,1/1/1970,3,DI,20,6,IS,SHE
1,22-16253,,1/1/1970,3,DI,15,6,IS,SHE
1,22-16301,A2 Saline Rd,10/22/1975,3,DI,21,6,IS,WH
1,22-16355,,5/8/1963,3,CI,30,6,IS,WH
1,22-16708,,8/19/2008,3,DI,11,6,IS,WH
1,22-16709,,8/19/2008,3,DI,6,6,IS,WH
1,22-16732,,1/1/1960,3,DI,16,6,AB,WH
1,22-16921,,1/1/1980,3,DI,10,8,IS,WH
1,22-17025,,10/8/1988,3,DI,25,6,IS,WH
