FACILITYID,LOCATION,INSTALLDAT,SUBTYPE,INSTALLCON,ASBUILTNUM,DATAORIGIN,OWNER,COMMENTS,MODELID,MATERIAL,INCASING,LENGTH,WRAPPING,DIAMETER,DEPTH,STATUS,CreatedUse,DateCreate,ModifiedUs,DateModifi,PressureSy,LiningType,PipeClass,Roughness,OperatingP,LiningDate,LiningCont,LiningAsbu,ProjectFun,JointUse,GlobalID,created_us,created_da,last_edite,last_edi_1,Replacemen,OBJECTID,WORKORDERI,DESCRIPTIO,EntityUid,EntityType,LOCATION_1,INITIATEDA,WOXCOORDIN,WOYCOORDIN,AREASYMBOL,SPATIALVER,MUSYM,MUKEY,Map_unit_s,Map_unit_n,Ph Rating,Shape_Length
00-20619,,1/1/1920 0:00,1,,,,AA,,,CI,0,0,,6,0,IS,,,EtMiller,1/16/2018 0:00,GRA,,,0,,,,,,,{EF7DA0DB-D387-4632-9772-494276DAE7AF},,,,,,452,546111,Water Main Repair Break,00-20619,WWATERMAIN,,11/14/2017 0:00,-9322251.783,5202514.272,MI161,13,FoA,191622,FoA,"Fox sandy loam, till plain, 0 to 2 percent slopes",7.3,35.47301845
00-20629,E William,9/15/1983 0:00,3,,81093-5,,AA,,,DI,0,0,,8,0,IS,,,GBurda,9/7/2016 0:00,GRA,,,0,,,,,,,{C04146C7-BD71-4F41-8A6D-CFC71A5A0B26},,,,,,1005,865429,Water Main Repair Break,00-20629,WWATERMAIN,E William,8/2/2023 0:00,-9322881.388,5202707.524,MI161,13,FoB,191623,FoB,"Fox sandy loam, till plain, 2 to 6 percent slopes",7.3,33.17124469
00-20667,Well St,1/1/1890 0:00:00,1,,,EST,AA,,,CI,0,333,,6,0,IS,,,GBurda,4/29/2019 0:00,GRA,,,0,,,,,,,{96A5F12B-F3BC-4BAF-B49F-0B4A1945FBE3},,,,,,610,605807,Water Main Repair Break,00-20667,WWATERMAIN,Well St,5/6/2019 0:00,-9321037.997,5201054.404,MI161,13,FoA,191622,FoA,"Fox sandy loam, till plain, 0 to 2 percent slopes",7.3,332.5826555
00-20754,Brookwood Pl,1/1/1920 0:00,1,,,,,,,CI,0,389,,4,0,AB,,,KVasquez,2/11/2019 0:00,GRA,,,0,,,,,,,{96545F7B-5BEA-4D7F-A46D-2A92C6ACB044},,,,,,446,542764,Water Main Repair Break,00-20754,WWATERMAIN,,10/5/2017 0:00,-9321734.542,5201060.048,MI161,13,FoA,191622,FoA,"Fox sandy loam, till plain, 0 to 2 percent slopes",7.3,389.1568629
00-20905,,1/1/1886 0:00:00,1,,,,,,,CI,0,0,,4,0,AB,,,MMain,5/22/2017 0:00,GRA,,,0,,,,,,,{B374390F-CA27-4731-9F49-E1D93386779D},,,,,,137,386683,Water Main Repair Break,00-20905,WWATERMAIN,,3/18/2014 0:00,-9322239.788,5202149.725,MI161,13,FoB,191623,FoB,"Fox sandy loam, till plain, 2 to 6 percent slopes",7.3,35.57250231
00-20585,Adams St,1/1/1910 0:00,1,,,EST,AA,,,CI,0,440,,6,0,IS,,,GBurda,1/8/2019 0:00,GRA,,,0,,,,,,,{6E0CA16C-F585-4B4F-867A-E00A1361B22B},,,,,,582,596903,Water Main Repair Break,00-20585,WWATERMAIN,Adams St,2/1/2019 0:00,-9322861.378,5201869.745,MI161,13,FoA,191622,FoA,"Fox sandy loam, till plain, 0 to 2 percent slopes",7.3,440.464133
00-20914,,1/1/1886 0:00:00,1,,,,,,,CI,0,27,,6,0,AB,,,CTurkington,2/21/2019 0:00,GRA,,,0,,,,,,,{0D1776F0-7CA4-43B1-A1A1-D947FB66BA9E},,,,,,58,371074,Water Main Repair Break,00-20914,WWATERMAIN,,9/17/2013 0:00,-9322895.652,5202121.963,MI161,13,FoA,191622,FoA,"Fox sandy loam, till plain, 0 to 2 percent slopes",7.3,26.70662996
00-20582,,1/1/1886 0:00:00,1,,,,,,,CI,0,221,,6,0,AB,,,CTurkington,2/20/2019 0:00,GRA,,,0,,,,,,,{65E06045-FEC2-4009-9594-30C037234992},,,,,,300,476046,Water Main Repair Break,00-20582,WWATERMAIN,,1/7/2016 0:00,-9322909.196,5202063.063,MI161,13,FoA,191622,FoA,"Fox sandy loam, till plain, 0 to 2 percent slopes",7.3,221.4540661
00-21326,,1/1/1886 0:00:00,1,,,,,,,CI,0,0,,6,0,AB,,,CTurkington,2/11/2016 0:00,GRA,,,0,,,,,,,{E19E0C85-FBD9-4639-A066-B4D0E2F84CCF},,,,,,672,641055,Water Main Repair Break,00-21326,WWATERMAIN,,1/27/2020 0:00,-9323405.287,5202786.268,MI161,13,FoC,191624,FoC,"Fox sandy loam, Huron Lobe, 6 to 12 percent slopes",7.3,276.111448
00-19963,,1/1/1886 0:00:00,1,,,,AA,,,CI,0,0,,6,0,IS,,,EtMiller,1/16/2018 0:00,GRA,,,0,,,,,,,{2C8CC7C4-7FF7-4CDB-A4C7-F784BBFDA64F},,,,,,387,514835,Water Main Repair Break,00-19963,WWATERMAIN,,12/21/2016 0:00,-9322777.671,5203080.929,MI161,13,FoB,191623,FoB,"Fox sandy loam, till plain, 2 to 6 percent slopes",7.3,128.3672086
00-21430,,1/1/1886 0:00:00,1,,,,AA,,,CI,0,221,,6,0,IS,,,JRoberts,9/19/2019 0:00,GRA,,,0,,,,,,,{4C06532D-65BF-4D9B-8339-D0006DC73FCE},,,,,,510,563310,Water Main Repair Break,00-21430,WWATERMAIN,,4/25/2018 0:00,-9322036.93,5202914.757,MI161,13,FoA,191622,FoA,"Fox sandy loam, till plain, 0 to 2 percent slopes",7.3,221.0981578
00-21605,,1/1/1910 0:00,1,,,,AA,,,CI,0,0,,10,0,IS,,,EtMiller,1/16/2018 0:00,GRA,,,0,,,,,,,{6B9A002B-D1A5-4992-B533-433285DAEDEA},,,,,,227,437390,Water Main Repair Break,00-21605,WWATERMAIN,,2/25/2015 0:00,-9323380.371,5203450.288,MI161,13,FoB,191623,FoB,"Fox sandy loam, till plain, 2 to 6 percent slopes",7.3,397.9080621
00-20320,Krause St,1/1/1970 0:00,1,,,EST,AA,,,DI,0,219,,2,0,IS,,,GBurda,1/15/2019 0:00,GRA,,,0,,,,,,,{9CF54ECA-2127-4D73-B4DB-C8B6B8634EDB},,,,,,65,373605,Water Main Repair Break,00-20320,WWATERMAIN,,10/9/2013 0:00,-9323461.169,5202981.568,MI161,13,FoB,191623,FoB,"Fox sandy loam, till plain, 2 to 6 percent slopes",7.3,219.0799548
00-21634,,1/1/1920 0:00,1,,,,,,,CI,0,66,,1,0,AB,,,CTurkington,2/22/2019 0:00,GRA,,,0,,,,,,,{A5536E4D-9EBD-49AA-B85D-9EDF89D2776E},,,,,,59,371074,Water Main Repair Break,00-21634,WWATERMAIN,,9/17/2013 0:00,-9322895.652,5202121.963,MI161,13,FoA,191622,FoA,"Fox sandy loam, till plain, 0 to 2 percent slopes",7.3,66.00743372
00-20449,,1/1/1902 0:00,1,,,,AA,,,CI,0,0,,4,0,IS,,,EtMiller,1/16/2018 0:00,GRA,,,0,,,,,,,{E5E10B2A-BEA7-452B-B847-AC16383823B5},,,,,,442,539010,Water Main Repair Break,00-20449,WWATERMAIN,Thompson St,8/28/2017 0:00,-9322247.92,5202691.645,MI161,13,FoA,191622,FoA,"Fox sandy loam, till plain, 0 to 2 percent slopes",7.3,180.2573508
00-22243,Arlington Blvd,1/1/1950 0:00,1,,,,AA,,,CI,0,320,,6,0,IS,,,EtMiller,7/31/2019 0:00,GED,,,0,,,,,,,{B84941D0-B34E-4CAD-85A9-FD8A030A8393},,,,,,382,514460,Water Main Repair Break,00-22243,WWATERMAIN,,12/14/2016 0:00,-9318365.573,5201428.303,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,320.1145601
00-22293,,6/29/1961 0:00,1,,A137W-W,ASBUILT,AA,,,CI,0,0,,6,0,IS,,,KBemish,1/28/2015 0:00,GED,,,0,,,,,Develop,,{20615B19-4E93-4C65-AD33-E4713E570B4C},,,,,,294,473828,Water Main Repair Break,00-22293,WWATERMAIN,,12/7/2015 0:00,-9317778.145,5201128.674,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,685.606544
00-22395,,1/1/1950 0:00,1,,,EST,AA,,,CI,0,305,,12,0,IS,,,CTurkington,4/23/2019 0:00,GED,,,0,,,,,,,{625FAF55-1D7D-42B2-AB24-DDAEAC821091},,,,,,922,806856,Water Main Repair Break,00-22395,WWATERMAIN,,9/27/2022 0:00,-9319131.468,5203812.136,MI161,13,FoB,191623,FoB,"Fox sandy loam, till plain, 2 to 6 percent slopes",7.3,304.6742158
00-23260,,9/8/1961 0:00,1,,A144W-W,ASBUILT,AA,,,CI,0,0,,6,0,IS,,,EtMiller,4/14/2014 0:00,GED,,,0,,,,,,,{6D6A61D8-B30F-43E5-9129-90A0EE5D2480},,,,,,638,622590,Water Main Repair Break,00-23260,WWATERMAIN,,9/3/2019 0:00,-9319494.937,5202853.672,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,5.275342692
00-23318,,8/2/1963 0:00,1,,A183W-W1,ASBUILT,AA,,,CI,0,0,,6,0,IS,,,EtMiller,4/14/2014 0:00,GED,,,0,,,,,,,{83E1870D-A092-4F1D-B9DD-CEDAE0FFF2A8},,,,,,711,683412,Water Main Repair Break,00-23318,WWATERMAIN,,10/14/2020 0:00,-9319156.733,5202461.082,MI161,13,WawabD,191648,WawabD,"Wawasee loam, 12 to 18 percent slopes",7.2,168.4914107
00-23379,,1/1/1920 0:00,1,,,,AA,,,CI,0,465,,6,0,IS,,,EtMiller,7/18/2019 0:00,GED,,,0,,,,,,,{FA87D077-A228-45A8-87F9-6BC318ED76BF},,,,,,121,384827,Water Main Repair Break,00-23379,WWATERMAIN,,2/25/2014 0:00,-9319695.482,5201802.256,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,465.4328446
00-23438,,1/1/1940 0:00,1,,,,AA,,,CI,0,508,,6,0,IS,,,EtMiller,7/18/2019 0:00,GED,,,0,,,,,,,{25036704-654E-49FE-8813-96A1F7042CE4},,,,,,113,382789,Water Main Repair Break,00-23438,WWATERMAIN,,1/30/2014 0:00,-9319422.538,5201619.328,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,508.3936127
00-23438,,1/1/1940 0:00,1,,,,AA,,,CI,0,17,,6,0,IS,,,EtMiller,7/18/2019 0:00,GED,,,0,,,,,,,{6B19832C-2A27-404C-8EFA-F6F85303C155},,,,,,113,382789,Water Main Repair Break,00-23438,WWATERMAIN,,1/30/2014 0:00,-9319422.538,5201619.328,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,17.15120481
00-23490,,1/1/1940 0:00,1,,,,,Abandoned during project 2014033,,CI,0,0,,6,0,AB,,,MMain,9/15/2016 0:00,GED,,,0,,,,,,,{13AF0FF9-9A39-4550-8C7D-B81ED318883B},,,,,,37,357068,Water Main Repair Break,00-23490,WWATERMAIN,,6/28/2013 0:00,-9318916.248,5201189.784,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,521.9834295
00-23563,,5/14/1960 0:00,1,,A106W-W,ASBUILT,AA,,,CI,0,0,,6,0,IS,,,SWhite,6/18/2013 0:00,GED,,,0,,,,,,,{3ED3ED97-4516-48EF-928F-3270022961DC},,,,,,591,597995,Water Main Repair Break,00-23563,WWATERMAIN,,2/15/2019 0:00,-9317871.543,5200641.206,MI161,13,BnB,191608,BnB,"Boyer loamy sand, 1 to 6 percent slopes",7.2,968.6718601
00-23567,Provincial Dr,5/14/1960 0:00,1,,A106W-W,ASBUILT,AA,,,CI,0,377,,6,0,IS,,,EtMiller,8/1/2019 0:00,GED,,,0,,,,,,,{03799F5A-6402-4D23-9320-AA53E021CB1C},,,,,,15,335123,Water Main Repair Break,00-23567,WWATERMAIN,,2/1/2013 0:00,-9318173.641,5200745.165,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,376.8502482
00-23571,,1/1/1950 0:00,1,,,,AA,,,CI,0,22,,6,0,IS,,,EtMiller,7/18/2019 0:00,GED,,,0,,,,,,,{016E2B08-53F6-4CE7-B4AE-77C5B91B5F21},,,,,,657,635087,Water Main Repair Break,00-23571,WWATERMAIN,,12/5/2019 0:00,-9318262.962,5200681.212,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,22.00568108
00-23571,,1/1/1950 0:00,1,,,,AA,,,CI,0,298,,6,0,IS,,,EtMiller,7/18/2019 0:00,GED,,,0,,,,,,,{AAE2B60B-7558-4016-BC26-FF4CC2A7D6F5},,,,,,657,635087,Water Main Repair Break,00-23571,WWATERMAIN,,12/5/2019 0:00,-9318262.962,5200681.212,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,298.2331565
00-05604,,1/1/1920 0:00,1,,,,AA,,,CI,0,25,,6,0,IS,,,EtMiller,7/18/2019 0:00,GED,,,0,,,,,,,{BD783ACE-A416-46FC-9D81-CECDD1A1CD0A},,,,,,135,386240,Water Main Repair Break,00-05604,WWATERMAIN,,3/13/2014 0:00,-9319906.001,5200614.913,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,24.65990403
00-23772,E Stadium Blvd,8/13/1963 0:00,1,,A160W-W,ASBUILT,AA,,,DI,0,0,,8,0,IS,,,THockman,10/14/2016 0:00,SHE,,,0,,,,,,,{92E0D36A-0921-4A9D-88D7-636F717FCE6C},,,,,,50,370369,Water Main Repair Break,00-23772,WWATERMAIN,E Stadium Blvd,9/10/2013 0:00,-9318878.728,5199925.97,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,165.2532609
00-23684,,1/1/1920 0:00,1,,,,AA,,,CI,0,172,,6,0,IS,,,EtMiller,7/29/2019 0:00,GED,,,0,,,,,,,{C81E9E9E-4464-49AD-8BBF-0864716596EA},,,,,,279,471082,Water Main Repair Break,00-23684,WWATERMAIN,,10/27/2015 0:00,-9319766.615,5200485.748,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,172.072987
00-23901,Adare Cir,5/24/1961 0:00,1,,A112W-W,ASBUILT,AA,MATERIAL CONFIRMED,,CI,0,0,,2.25,0,IS,,,SWhite,6/18/2013 0:00,GED,,,0,,,,,,,{2998F9DB-E7E6-468D-BD94-34837F087106},,,,,,647,632467,Water Main Repair Break,00-23901,WWATERMAIN,Adare Cir,11/14/2019 0:00,-9318923.876,5200387.923,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,40.55571014
00-23901,Adare Cir,5/24/1961 0:00,1,,A112W-W,ASBUILT,AA,MATERIAL CONFIRMED,,CI,0,0,,2.25,0,IS,,,SWhite,6/18/2013 0:00,GED,,,0,,,,,,,{F68E3B30-4B7E-4354-BE94-76A7B2298BEF},,,,,,647,632467,Water Main Repair Break,00-23901,WWATERMAIN,Adare Cir,11/14/2019 0:00,-9318923.876,5200387.923,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,177.8739948
00-23833,Adare Rd,5/24/1961 0:00,1,,A112W-W,ASBUILT,AA,MATERIAL CONFIRMED,,CI,0,0,,6,0,IS,,,GBurda,4/3/2017 0:00,GED,,,0,,,,,,,{D458575F-FA7E-426F-B70C-36D3C35C995D},,,,,,236,437905,Water Main Repair Break,00-23833,WWATERMAIN,Adare Rd,3/6/2015 0:00,-9319033.431,5200568.507,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,724.216918
00-23880,,1/1/1920 0:00,1,,,,AA,,,CI,0,638,,6,0,IS,,,EtMiller,7/18/2019 0:00,GED,,,0,,,,,,,{0417517F-8CF2-44C6-AB94-D150F225421E},,,,,,437,535118,Water Main Repair Break,00-23880,WWATERMAIN,,7/24/2017 0:00,-9319604.727,5200397.791,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,637.5843234
00-23988,,1/1/1960 0:00,1,,,,,,,CI,0,0,,6,0,AB,,,MMain,5/22/2017 0:00,SHE,,,0,,,,,,,{599B91F2-3CDD-462C-89CE-3DE67FEA77B0},,,,,,480,555063,Water Main Repair Break,00-23988,WWATERMAIN,,1/18/2018 0:00,-9316087.044,5199214.019,MI161,13,StB,191680,StB,"St. Clair clay loam, 2 to 6 percent slopes",7.3,104.672509
00-24144,,1/1/1920 0:00,1,,,,,,,CI,0,0,,4,0,AB,,,CTurkington,2/18/2016 0:00,SHE,,,0,,,,,,,{2F3B713A-93F2-45BA-8174-6045EDFA41FC},,,,,,126,385278,Water Main Repair Break,00-24144,WWATERMAIN,,3/3/2014 0:00,-9316275.039,5199176.008,MI161,13,StB,191680,StB,"St. Clair clay loam, 2 to 6 percent slopes",7.3,40.79215611
00-24274,Washtenaw Ave,10/1/1959 0:00,1,,A99W-W2,ASBUILT,AA,,,CI,0,0,,12,0,IS,,,MMain,9/26/2016 0:00,SHE,,,0,,,,,,,{21A6E543-2B6C-40F5-A9C0-060460FDAFD6},,,,,,624,613697,Water Main Repair Break,00-24274,WWATERMAIN,Washtenaw Ave,6/28/2019 0:00,-9317231.629,5199578.651,MI161,13,YpA,191689,YpA,"Ypsi sandy loam, 0 to 4 percent slopes",7.2,10.27660369
00-24274,Washtenaw Ave,10/1/1959 0:00,1,,A99W-W2,ASBUILT,AA,,,CI,0,0,,12,0,IS,,,MMain,9/26/2016 0:00,SHE,,,0,,,,,,,{8006F15B-B0C0-41AA-8ED1-C07FE2A07738},,,,,,624,613697,Water Main Repair Break,00-24274,WWATERMAIN,Washtenaw Ave,6/28/2019 0:00,-9317231.629,5199578.651,MI161,13,YpA,191689,YpA,"Ypsi sandy loam, 0 to 4 percent slopes",7.2,168.7887845
00-22283,Hickory Ln,6/30/1964 0:00,1,SILLER,A235W-W,ASBUILT,AA,DI Confirmed,,DI,0,573,,6,0,IS,,,EtMiller,7/30/2019 0:00,GED,,,0,,,,,Develop,,{A546023B-63D2-48FC-9A1B-84279B9D7E07},,,,,,840,761203,Water Main Repair Break,00-22283,WWATERMAIN,Hickory Ln,12/25/2021 0:00,-9317615.795,5201803.039,MI161,13,BnB,191608,BnB,"Boyer loamy sand, 1 to 6 percent slopes",7.2,572.7345577
00-24524,Hickory Ln,6/30/1964 0:00,1,SILLER,A235W-W,ASBUILT,AA,CI Confirmed,,CI,0,0,,6,0,IS,,,GBurda,12/28/2016 0:00,GED,,,0,,,,,Develop,,{C02287C4-3BC6-4ADC-B183-1256815ECC31},,,,,,393,515351,Water Main Repair Break,00-24524,WWATERMAIN,Hickory Ln,12/28/2016 0:00,-9317485.259,5201844.066,MI161,13,BnB,191608,BnB,"Boyer loamy sand, 1 to 6 percent slopes",7.2,400.7035339
00-23379,,1/1/1920 0:00,1,,,,AA,,,CI,0,47,,6,0,IS,,,EtMiller,7/18/2019 0:00,GED,,,0,,,,,,,{2891C87C-9D69-4CDA-93CE-AC4139944145},,,,,,121,384827,Water Main Repair Break,00-23379,WWATERMAIN,,2/25/2014 0:00,-9319695.482,5201802.256,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,46.53777825
00-15647,Eisenhower Pkwy,9/4/1973 0:00,1,,A486,ASBUILT,AA,,,DI,0,63,,12,0,IS,,,CTurkington,4/23/2019 0:00,SHE,,,0,,,,,Develop,,{6C3892E0-AFBA-4640-8499-CF44C3BC3A2E},,,,,,150,392260,Water Main Repair Break,00-15647,WWATERMAIN,Eisenhower Pkwy,4/24/2014 0:00,-9320747.823,5197630.453,MI161,13,MdA,191644,MdA,"Matherton sandy loam, 0 to 4 percent slopes",7.2,63.19273167
00-03563,Pontiac Trl,1/1/1950 0:00,1,,,,AA,,,CI,0,245,,6,0,IS,,,GBurda,8/5/2019 0:00,NEHWPRZ,,,0,,,,,,,{746EA5C1-3D0E-4CDF-9017-CD6DECF1F547},,,,,,375,513770,Water Main Repair Break,00-03563,WWATERMAIN,,12/5/2016 0:00,-9321389.486,5206249.378,MI161,13,FoB,191623,FoB,"Fox sandy loam, till plain, 2 to 6 percent slopes",7.3,244.5203843
00-04281,,1/1/1920 0:00,1,,,,AA,,,CI,0,299.5,,6,0,AB,,,CTurkington,11/14/2018 0:00,WH,,,0,,,,,,,{C8C157C3-A517-4C2D-8190-28EC45C98312},,,,,,128,385526,Water Main Repair Break,00-04281,WWATERMAIN,,3/5/2014 0:00,-9324146.11,5201260.019,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,299.4972518
00-21429,,1/1/1886 0:00:00,1,,,,AA,,,CI,0,0,,6,0,IS,,,EtMiller,1/16/2018 0:00,GRA,,,0,,,,,,,{0E97F203-1985-4E96-ACEC-1F5DD10264AA},,,,,,910,797786,Water Main Repair Break,00-21429,WWATERMAIN,,8/1/2022 0:00,-9321987.54,5202912.713,MI161,13,FoA,191622,FoA,"Fox sandy loam, till plain, 0 to 2 percent slopes",7.3,37.01351105
00-07041,Packard St,1/1/1910 0:00,1,,,,AA,,,CI,0,306,,6,0,IS,,,EtMiller,8/1/2019 0:00,GRA,,,0,,,,,,,{EA5C7089-01CF-4B1A-AF61-7ABD8829EDE8},,,,,,117,383355,Water Main Repair Break,00-07041,WWATERMAIN,,2/5/2014 0:00,-9321260.029,5200771.419,MI161,13,FoA,191622,FoA,"Fox sandy loam, till plain, 0 to 2 percent slopes",7.3,306.2119693
00-20413,,1/1/1970 0:00,1,,,,AA,,,DI,0,297,,6,0,IS,,,EtMiller,7/30/2019 0:00,GRA,,,0,,,,,,,{11DC7628-4D8C-4B3C-9A60-3D478536CD02},,,,,,73,377137,Water Main Repair Break,00-20413,WWATERMAIN,,11/8/2013 0:00,-9321952.528,5202003.502,MI161,13,FoA,191622,FoA,"Fox sandy loam, till plain, 0 to 2 percent slopes",7.3,297.0361648
00-16809,Country Village Ct,8/13/1991 0:00,1,,91045,,AA,,,DI,0,0,,8,0,IS,,,GBurda,3/1/2018 0:00,WH,,,0,,,,,Develop,,{C1EDBB2F-A6C6-4077-BBDE-4A0AC2C94346},,,,,,123,384856,Water Main Repair Break,00-16809,WWATERMAIN,,2/25/2014 0:00,-9326462.647,5200052.166,MI161,13,CpA,191617,CpA,"Conover-Brookston loams, 0 to 2 percent slopes",7.2,498.3089353
00-17560,,1/1/1959 0:00,1,,,,AA,,,CI,0,358,,6,0,IS,,,GBurda,1/24/2019 0:00,WH,,,0,,,,,,,{762C976F-E786-4D0C-B5FE-15BD39AF42EA},,,,,,744,691205,Water Main Repair Break,00-17560,WWATERMAIN,,12/22/2020 0:00,-9325758.2,5199459.887,MI161,13,CpA,191617,CpA,"Conover-Brookston loams, 0 to 2 percent slopes",7.2,358.2243802
00-17683,Weldon Blvd,1/1/1950 0:00,1,,,EST,AA,,,CI,0,258,,6,0,IS,,,EtMiller,8/5/2019 0:00,WH,,,0,,,,,Develop,,{E74200F8-9A46-4365-B648-3A8F75566A5C},,,,,,607,604051,Water Main Repair Break,00-17683,WWATERMAIN,,4/16/2019 0:00,-9325664.586,5199988.79,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,258.0530632
00-17613,,1/1/1950 0:00,1,,,,AA,,,CI,0,0,,6,0,IS,,,EtMiller,11/13/2017 0:00,WH,,,0,,,,,Develop,,{E6087AA5-880C-460D-AB32-8056FF0E67A1},,,,,,202,434232,Water Main Repair Break,00-17613,WWATERMAIN,,1/13/2015 0:00,-9325708.904,5200373.448,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,585.3318648
00-24805,,1/1/1886 0:00:00,1,,,,AA,,,CI,0,0,,12,0,IS,,,EtMiller,1/16/2018 0:00,GRA,,,0,,,,,,,{2EAC8775-4FB4-4D71-BA12-674857467D37},,,,,,986,839067,Water Main Repair Break,00-24805,WWATERMAIN,,4/11/2023 0:00,-9321949.97,5202927.25,MI161,13,FoA,191622,FoA,"Fox sandy loam, till plain, 0 to 2 percent slopes",7.3,20.83477752
00-24805,,1/1/1886 0:00:00,1,,,,AA,,,CI,0,33,,12,0,IS,,,GBurda,8/8/2018 0:00,GRA,,,0,,,,,,,{07857DC4-0AEB-4CCF-81E0-B6AD078DCD2F},,,,,,986,839067,Water Main Repair Break,00-24805,WWATERMAIN,,4/11/2023 0:00,-9321949.97,5202927.25,MI161,13,FoA,191622,FoA,"Fox sandy loam, till plain, 0 to 2 percent slopes",7.3,32.73192711
00-02471,Huron View Blvd,4/30/1965 0:00,2,AA,A264W-W,ASBUILT,AA,,,CI,0,189.6,,16,0,IS,,,EtMiller,10/23/2018 0:00,NEH,,,0,,,,,,,{B333118E-1ABE-4944-9C12-A9D6C0F9417B},,,,,,675,643899,Water Main Repair Break,00-02471,WWATERMAIN,Huron View Blvd,2/13/2020 0:00,-9322734.827,5205818.943,MI161,13,MmF,191650,MmF,"Miami loam, 25 to 35 percent slopes",6.7,189.6036911
00-18816,,1/1/1950 0:00,1,,,,AA,,,CI,0,0,,6,0,IS,,,EtMiller,1/16/2018 0:00,WH,,,0,,,,,Develop,,{FC1D85FC-82FB-4E6E-8896-8482ED465BDC},,,,,,404,517071,Water Main Repair Break,00-18816,WWATERMAIN,,1/25/2017 0:00,-9327818.513,5203051.12,MI161,13,WawabB,191646,WawabB,"Wawasee loam, 2 to 6 percent slopes",7.2,6.5
00-24724,,1/1/1950 0:00,1,,,,,,,DI,0,0,,6,0,AB,,,MMain,5/22/2017 0:00,WH,,,0,,,,,,,{B6DF65EC-54A3-4DA3-A755-5C895A1E4B1F},,,,,,41,359197,Water Main Repair Break,00-24724,WWATERMAIN,,7/19/2013 0:00,-9325262.378,5204637.146,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,65.21607553
00-04923,,1/1/1920 0:00,1,,,,AA,,,CI,0,4,,4,0,IS,,,EtMiller,7/18/2019 0:00,GED,,,0,,,,,,,{87FC3FAF-E476-4637-AAC0-F6414DDABF80},,,,,,524,575157,Water Main Repair Break,00-04923,WWATERMAIN,,7/22/2018 0:00,-9320058.782,5202407.508,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,3.505632454
00-10087,,11/6/1971 0:00,1,,A465W-W,ASBUILT,AA,,,DI,0,0,,4,0,IS,,,EtMiller,3/16/2018 0:00,NEH,,,0,,,,,Develop,,{3F90B722-846F-4152-8580-3A8C92BC21BB},,,,,,105,382764,Water Main Repair Break,00-10087,WWATERMAIN,,1/30/2014 0:00,-9318631.699,5207541.57,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,83.62132973
00-10087,,11/6/1971 0:00,1,,A465W-W,ASBUILT,AA,,,DI,0,0,,4,0,IS,,,EtMiller,3/16/2018 0:00,NEH,,,0,,,,,Develop,,{EFFA633B-2BCA-4D45-824E-61F4E529D8A5},,,,,,105,382764,Water Main Repair Break,00-10087,WWATERMAIN,,1/30/2014 0:00,-9318631.699,5207541.57,MI161,13,WawabC,191647,WawabC,"Wawasee loam, 6 to 12 percent slopes",7.2,11.67456474
00-20029,,1/1/1920 0:00,1,,,,AA,,18292,CI,0,354,,6,0,IS,,,EtMiller,7/26/2019 0:00,GRA,,,0,,,,,,,{463E17ED-BAF6-4DC9-9F58-C0BB2E4CBB60},,,,,,302,476096,Water Main Repair Break,00-20029,WWATERMAIN,,1/7/2016 0:00,-9322973.079,5203371.189,MI161,13,FoB,191623,FoB,"Fox sandy loam, till plain, 2 to 6 percent slopes",7.3,353.7472924
